,,,,,,,,,,score
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.3433333333333333
command-r,gemini-1_0-pro,gpt-4o,,,,,,,,0.3433333333333333
claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,,0.3433333333333333
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4o,,,,,,,0.3433333333333333
claude-3-5-sonnet-20240620,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.3433333333333333
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,0.3433333333333333
command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,,,,,,,0.3433333333333333
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,0.3433333333333333
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.3433333333333333
gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.3433333333333333
gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.3433333333333333
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.3433333333333333
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,0.3433333333333333
claude-3-5-sonnet-20240620,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.3433333333333333
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,0.3433333333333333
command-r,gpt-4o,open-mixtral-8x22b,,,,,,,,0.3433333333333333
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,0.3433333333333333
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.3433333333333333
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.3433333333333333
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,0.3433333333333333
gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,,0.3433333333333333
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,mistral-large-latest,,,,,,0.3433333333333333
claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,,0.3433333333333333
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.3433333333333333
claude-3-opus-20240229,command-r,gemini-1_5-pro,mistral-large-latest,open-mixtral-8x22b,,,,,,0.3433333333333333
command-r,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.3433333333333333
gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.34
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,open-mixtral-8x22b,,,,,,,0.34
gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,,,,0.34
claude-3-opus-20240229,gemini-1_0-pro,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.34
gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.34
command-r,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.34
claude-3-5-sonnet-20240620,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.34
claude-3-5-sonnet-20240620,command-r,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.34
command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.34
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,0.34
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,open-mixtral-8x22b,,,,,,0.34
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.34
claude-3-opus-20240229,command-r,gemini-1_5-pro,,,,,,,,0.34
claude-3-opus-20240229,command-r,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.34
claude-3-opus-20240229,command-r,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,,0.34
gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.34
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.34
claude-3-opus-20240229,command-r,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.34
gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,,,,,,0.34
command-r,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,,0.34
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,0.33666666666666667
claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.33666666666666667
command-r,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.33666666666666667
gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.33666666666666667
gemini-1_0-pro,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.33666666666666667
claude-3-opus-20240229,command-r,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.33666666666666667
command-r,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,,,0.33666666666666667
gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,,0.33666666666666667
claude-3-opus-20240229,command-r,meta_llama3-70b-instruct-v1_0,,,,,,,,0.33666666666666667
gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.33666666666666667
gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,,,0.33666666666666667
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,mistral-large-latest,open-mixtral-8x22b,,,,,,0.33666666666666667
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,,,,,0.33666666666666667
command-r,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.33666666666666667
gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,,,,,,,,0.33666666666666667
gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,open-mixtral-8x22b,,,,,,,0.33666666666666667
claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,,,,,,,,0.33666666666666667
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,,,,,,0.33666666666666667
claude-3-opus-20240229,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.3333333333333333
claude-3-opus-20240229,gemini-1_0-pro,,,,,,,,,0.3333333333333333
claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,,,0.3333333333333333
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,,,,,,,0.3333333333333333
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,,0.3333333333333333
gemini-1_0-pro,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.3333333333333333
command-r,gemini-1_5-pro,open-mixtral-8x22b,,,,,,,,0.3333333333333333
claude-3-5-sonnet-20240620,command-r,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.3333333333333333
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,0.3333333333333333
command-r,gemini-1_5-pro,gpt-4-turbo-preview,,,,,,,,0.3333333333333333
gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.3333333333333333
command-r,gemini-1_0-pro,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,,0.3333333333333333
claude-3-opus-20240229,command-r,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.3333333333333333
command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,0.3333333333333333
command-r,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,,,0.33
gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,,,,,,,,0.33
claude-3-opus-20240229,command-r,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.33
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,0.33
command-r,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.33
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.33
claude-3-opus-20240229,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.33
command-r,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.33
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,0.33
gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.33
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,,,,,,,0.33
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,,,,,,,0.33
claude-3-opus-20240229,gemini-1_0-pro,mistral-large-latest,,,,,,,,0.33
command-r,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.33
claude-3-5-sonnet-20240620,gemini-1_0-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,,,0.33
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.33
claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.33
command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,0.33
gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.33
gemini-1_5-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,,,0.33
mistral-large-latest,open-mixtral-8x22b,,,,,,,,,0.32666666666666666
claude-3-opus-20240229,command-r,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.32666666666666666
gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.32666666666666666
claude-3-5-sonnet-20240620,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.32666666666666666
gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,,,,,,,0.32666666666666666
gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,,,0.32666666666666666
gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,,,,0.32666666666666666
claude-3-opus-20240229,command-r,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,,,,,,,0.32666666666666666
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,,,,,,,,0.32666666666666666
command-r,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.32666666666666666
command-r,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,,0.3233333333333333
command-r,gpt-4-turbo-preview,,,,,,,,,0.3233333333333333
claude-3-5-sonnet-20240620,command-r,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.3233333333333333
gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.3233333333333333
command-r,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.3233333333333333
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,0.3233333333333333
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,0.3233333333333333
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.3233333333333333
command-r,gemini-1_5-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,,0.3233333333333333
gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.3233333333333333
claude-3-opus-20240229,command-r,gemini-1_0-pro,mistral-large-latest,open-mixtral-8x22b,,,,,,0.32
gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,,0.32
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4o,mistral-large-latest,,,,,,0.32
command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.32
command-r,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.32
command-r,gemini-1_0-pro,gpt-4o,open-mixtral-8x22b,,,,,,,0.32
gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,,,,,,,,0.32
command-r,gpt-4o,,,,,,,,,0.32
command-r,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.32
command-r,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.32
gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.32
command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.32
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,,0.32
command-r,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.32
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.32
gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.32
gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.31666666666666665
command-r,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.31666666666666665
command-r,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,,0.31666666666666665
command-r,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,0.31666666666666665
gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,,,,0.31666666666666665
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.31666666666666665
gemini-1_5-pro,open-mixtral-8x22b,,,,,,,,,0.31666666666666665
command-r,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.31333333333333335
claude-3-opus-20240229,command-r,gemini-1_0-pro,,,,,,,,0.31333333333333335
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,0.31333333333333335
command-r,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,,,0.31333333333333335
gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,,0.31333333333333335
command-r,gemini-1_0-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,,0.31333333333333335
gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,,0.31333333333333335
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.31333333333333335
gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.31333333333333335
gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.31333333333333335
gemini-1_0-pro,gpt-4o,open-mixtral-8x22b,,,,,,,,0.31333333333333335
gemini-1_0-pro,mistral-large-latest,open-mixtral-8x22b,,,,,,,,0.31
gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.31
command-r,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,,,0.31
claude-3-opus-20240229,command-r,mistral-large-latest,,,,,,,,0.31
command-r,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,,0.31
gpt-4-turbo-preview,mistral-large-latest,,,,,,,,,0.31
gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,,,,,,,,,0.31
gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,,,,0.31
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.31
gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,,,0.31
gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.31
command-r,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.30666666666666664
meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,,,0.30666666666666664
gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.30666666666666664
claude-3-opus-20240229,command-r,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.30666666666666664
command-r,gemini-1_0-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,,0.30666666666666664
command-r,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.30666666666666664
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,0.30666666666666664
claude-3-opus-20240229,command-r,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.30666666666666664
gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.30666666666666664
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.30666666666666664
gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,,,,0.30666666666666664
command-r,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.30333333333333334
command-r,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,,0.30333333333333334
gemini-1_0-pro,gpt-4o,mistral-large-latest,,,,,,,,0.30333333333333334
command-r,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.30333333333333334
command-r,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.30333333333333334
command-r,gpt-4-turbo-preview,mistral-large-latest,,,,,,,,0.30333333333333334
command-r,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,,,,,,,0.30333333333333334
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.30333333333333334
command-r,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.30333333333333334
claude-3-opus-20240229,command-r,gemini-1_0-pro,mistral-large-latest,,,,,,,0.30333333333333334
meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,,,0.30333333333333334
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,,0.30333333333333334
command-r,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,,,,,,,,0.30333333333333334
gemini-1_0-pro,gemini-1_5-pro,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.30333333333333334
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,mistral-large-latest,,,,,,,0.3
gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.3
command-r,mistral-large-latest,open-mixtral-8x22b,,,,,,,,0.3
command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,,,,,,0.3
command-r,gpt-4o,mistral-large-latest,,,,,,,,0.3
command-r,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.2966666666666667
command-r,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.2966666666666667
gemini-1_5-pro,mistral-large-latest,,,,,,,,,0.2966666666666667
gemini-1_5-pro,mistral-large-latest,open-mixtral-8x22b,,,,,,,,0.2966666666666667
command-r,gemini-1_0-pro,gemini-1_5-pro,open-mixtral-8x22b,,,,,,,0.2966666666666667
command-r,gemini-1_0-pro,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.2966666666666667
command-r,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.2966666666666667
command-r,gemini-1_0-pro,gemini-1_5-pro,mistral-large-latest,open-mixtral-8x22b,,,,,,0.2966666666666667
gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,,0.2966666666666667
gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,,0.29333333333333333
command-r,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.29333333333333333
gemini-1_0-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.29333333333333333
gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.29333333333333333
command-r,gemini-1_0-pro,gpt-4-turbo-preview,,,,,,,,0.29333333333333333
gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.29333333333333333
command-r,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.29333333333333333
command-r,gemini-1_5-pro,mistral-large-latest,,,,,,,,0.29333333333333333
command-r,gemini-1_0-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,,,0.29333333333333333
gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,,0.29
command-r,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.29
command-r,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.29
gemini-1_0-pro,gemini-1_5-pro,open-mixtral-8x22b,,,,,,,,0.29
meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,,,0.29
gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.29
command-r,gemini-1_5-pro,,,,,,,,,0.2866666666666667
gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,,0.2866666666666667
gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.2866666666666667
command-r,open-mixtral-8x22b,,,,,,,,,0.2833333333333333
gemini-1_0-pro,gemini-1_5-pro,mistral-large-latest,,,,,,,,0.2833333333333333
gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.2833333333333333
command-r,gemini-1_5-pro,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.2833333333333333
gemini-1_0-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,,,0.2833333333333333
command-r,gemini-1_0-pro,gpt-4o,mistral-large-latest,,,,,,,0.2833333333333333
command-r,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,,0.28
